smiles,pKa_Basic,pKaBasic_train_test
CN(C)Cc1ccc(CSCCNC(=O)c2ccc[n+]([O-])c2)o1,7.8,train
COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)cn4ccccc34)cc2)cc1OC,7.8,train
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,7.8,train
Cc1ccc(Cc2c[nH]c(NCCSCc3ccc(CN(C)C)o3)nc2=O)cn1,7.8,train
CCCC[C@H](N[C@@H](C)C(=O)N1[C@H](C(=O)OCC)C[C@@H]2CCCC[C@@H]21)C(=O)O,7.8,train
CN(C)Cc1ccc(CSCCNc2nc(=O)c(Cc3cc[nH]c(=O)c3)c[nH]2)o1,7.8,train
CN(C)Cc1ccc(CSCCNC(=C[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,7.8,train
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,7.81,test
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,7.81,test
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,7.81,train
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,7.81,train
Cc1ccc(-c2nc(CN3CCN(C(c4ccccc4)c4ccccc4)CC3)c(C)[nH]2)cc1,7.81,train
CN1c2ccccc2[C@@H](NCCCCCCC(=O)O)c2ccc(Cl)cc2S1(=O)=O,7.81,train
CCCCCCCC(C(=O)c1ccccc1)N1CCCC1,7.81,train
CN(C)CCO/N=C(/C=C/c1ccc(O)cc1)c1ccccc1F,7.81,train
CN1CCC(=C2c3ccccc3Oc3ccc(Cl)cc32)CC1,7.82,test
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,7.82,test
CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,7.82,train
CN(C)CCON=C1c2ccccc2CCc2ccccc21,7.82,train
CC(C)(C)c1ccc(C(O)CCCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,7.82,train
CN1CCN(c2ccccc2Cc2ccccc2)CC1,7.82,train
O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,7.82,train
CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,7.82,train
CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,7.82,train
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,7.83,test
COC(=O)CCC(=O)CN,7.83,train
Cn1c(=O)cnn(CCCCN2CCN(c3ncccn3)CC2)c1=O,7.83,train
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,7.83,train
CCCCCCOC(=O)CCC(=O)CN,7.83,train
CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,7.83,train
O=C(CN1CCCC1)NC1C(c2ccccc2)C1c1ccccc1,7.83,train
C[C@@H](OC[C@@]1(c2ccccc2)CC[C@]2(CN1)NC(=O)NC2=O)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,7.83,train
C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN,7.83,train
CN(C)CCCOc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1,7.83,train
C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,7.83,train
Cc1cccc(Cn2nc(C3CC3)c3c(NC(=O)c4cnc5cc(OCCN6CCN(C)CC6)ccn45)cccc32)n1,7.83,train
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,7.84,test
CN1CCCC(=C(c2cccs2)c2cccs2)C1,7.84,test
C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,7.84,test
NCC(=O)CCC(=O)O,7.84,train
CCn1cc(C(=O)OCCN2CCC(C)CC2)c(=O)c2c3sc(=O)n(C)c3ccc21,7.84,train
Cc1cccc(N2CCN(CCc3cc(C)[nH]n3)CC2)c1,7.84,train
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,7.84,train
CCCCCCCCCCCC(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)NC(CCCC(NC(=O)CN)C(N)=O)C(=O)O)C(=O)O,7.84,train
NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(Cl)c(C(F)(F)F)c3)ncnc12,7.84,train
COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,7.85,test
O=C(N[C@@H]1CN2CCC1CC2)c1n[nH]c2ccccc12,7.85,test
CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,7.85,test
Cc1[nH]c2cccc3c2c1C[C@@H]1C3=C[C@@H](C(=O)N[C@]2(C(C)C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](CC(C)C)N3C2=O)CN1C,7.85,train
O=C(CCN1CCN(CCO)CC1)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,7.85,train
COc1ccc(/C=C/C(=O)c2c(OCCN(C)C)c(OC)c3occc3c2OC)cc1,7.85,train
C=CCN1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,7.85,train
CCOC(=O)[C@@H]1CC2(CCN(c3cc(O[C@H](c4ccc(Cl)cc4-c4ccccc4)C(F)(F)F)nc(N)n3)CC2)CN1,7.85,train
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,7.86,test
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,7.86,test
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,7.86,train
CN(c1nc2ccccc2s1)C1CCN(C[C@H](O)COc2ccc(F)c(F)c2)CC1,7.86,train
O=c1[nH]c2ccc([S+]([O-])CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1,7.86,train
COc1ccc(N2C[C@H](CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1,7.86,train
Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1,7.86,train
CNc1nc(-c2nc3ccc(N4CCN(C)CC4)cc3n2Cc2ccccc2)cn2c(C)nnc12,7.86,train
NC(=O)C1CN(CCCCC(c2ccc(F)cc2)c2ccc(F)cc2)CCN1CC(=O)Nc1c(Cl)cc(N)cc1Cl,7.87,test
CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21,7.87,train
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2OC(C)=O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,7.87,train
CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,7.87,train
Cn1c2c(c3ccccc31)CCN1C[C@@H]3CCCC[C@H]3C[C@@H]21,7.87,train
CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,7.87,train
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,7.87,train
C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,7.87,train
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,7.87,train
CC(O)C(=O)O.CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,7.87,train
CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1,7.87,train
CN1CCC(=C(c2ccc(Cl)cc2)c2ccccn2)CC1,7.88,train
CC(Cc1ccccc1)NCCC#N,7.88,train
c1cc(CNCc2ccncc2)ccn1,7.88,train
CSc1cccc(N(C)C(=N)Nc2cc(SC)ccc2Cl)c1,7.88,train
C/C(=N\NC(=N)N)c1cc(NC(=O)CCCCCCCCC(=O)Nc2cc(/C(C)=N/NC(=N)N)cc(/C(C)=N/NC(=N)N)c2)cc(/C(C)=N/NC(=N)N)c1,7.88,train
C=CCN1CC(=O)N2[C@@H](Cc3ccc(O)cc3F)C(=O)N(Cc3cccc(N4CC(N5CCN(CC)CC5)C4)n3)C[C@@H]2N1C(=O)NCc1ccccc1,7.88,train
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,7.89,train
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,7.89,train
OCCOCCOCCN1CCC(=C(c2ccccc2)c2ccccc2)CC1,7.89,train
C=C(C)CNCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,7.89,train
COC(CN1CCN(CCC(O)c2ccccc2)CC1)c1ccccc1,7.89,train
O=C(O)COCCOCCN1CCC(=C(c2ccccc2)c2ccccc2)CC1,7.89,train
c1cnc2c(c1)CNC2,7.89,train
CCOCCn1c(CN2CCN(CCCCn3cccn3)CC2)nc2ccccc21,7.89,train
CN1C[C@H](CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,7.89,train
CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(C)=O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,7.9,test
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,7.9,train
CCN(CCCl)Cc1csc2ccc(Br)cc12,7.9,train
Cc1ncc(-c2csc(N=C(N)N)n2)[nH]1,7.9,train
N=C(Nc1c([N+](=O)[O-])cnc2ccccc12)N1CCOCC1,7.9,train
CC(CCN1CCN(c2ccc(F)cc2)CC1)NC(=O)c1cccnc1,7.9,train
CCCCOc1ccc(OCC(=O)N(CCN2CCCC2)c2ccccc2OC)cc1,7.9,train
Cc1ccccc1CN1CCN(CCSC(c2ccccc2)c2ccccc2Cl)CC1,7.9,train
COc1ccc(Cl)cc1C(=O)NC(=O)NCCCN1CCN(c2cccc(C)c2)CC1,7.9,train
CC(C(=O)N(C)C1CCCCC1)C1(O)CCN(CCc2ccccc2Cl)CC1,7.9,train
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O,7.9,train
CCCC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](N(C)C)[C@@H](O)[C@H](O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](O)[C@@H]3OC)O[C@@H]2C)C[C@@]1(C)OC(=O)CC,7.9,train
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,7.9,train
Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,7.9,train
N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,7.9,train
N#C[C@H]1CC2C[C@H]2N1C(=O)[C@H](N)C12CC3CC(CC(O)(C3)C1)C2,7.9,train
CCOC(=O)[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,7.9,train
CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(OC(C)C)nc4)c3c2)CCN(CC(=O)N2CC=C(c3ccc(-c4ncn(C)n4)cc3)CC2)C1,7.9,train
CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C[C@@H]2O[C@H]2/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,7.9,train
CCCCN1C(=O)[C@@H]2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)[C@H](C1=O)C2(C)C,7.9,train
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,7.91,train
CCNC1(c2cccs2)CCCCC1=O,7.91,train
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,7.91,train
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,7.91,train
COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,7.91,train
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,7.91,train
CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,7.91,train
Cc1c(-c2ccccc2)oc2c(C(=O)OC(C)(C)CN3CCCCC3)cccc2c1=O,7.91,train
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,7.91,train
Cc1cc(NC(=O)NCCN2CCC(O)(Cc3ccccc3)CC2)c2ccccc2n1,7.91,train
CN(c1nc2ccccc2s1)C1CCN(C[C@@H](O)COc2ccc(F)cc2)CC1,7.91,train
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1.O=C(O)CCC(=O)O,7.91,train
CN1CCOC(c2ccccc2)c2ccccc2C1,7.92,train
CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,7.92,train
O=c1[nH]c2ccccc2n1C1CCN(CCCc2noc3cc(F)ccc23)CC1,7.92,train
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,7.93,train
CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,7.93,train
Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,7.93,train
COc1ccc(Cl)c2c1CCCC2N(C)C,7.93,train
CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1,7.93,train
Cc1ccccc1CN1CCN(CCOC(c2ccccc2)c2ccccc2Cl)CC1,7.93,train
C[C@H](NCc1ccc(OCc2cccc(F)c2)cc1)C(N)=O,7.93,train
CNS(=O)(=O)Cc1ccc2[nH]cc(CCCN3CCN(c4ncncc4OC)CC3)c2c1,7.93,train
C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,7.93,train
C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,7.93,train
C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,7.93,train
CCCN(CCC)C(=O)C1=Cc2ccc(-c3ccc(C(=O)N4CCCC4)cc3)cc2N=C(N)C1,7.93,train
CC(=O)N1CCC(Nc2cc(C(=O)NC[C@H](O)CN3CCc4ccccc4C3)ncn2)CC1,7.93,train
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4ccc5nn(C)c(C(C)C)c5c4)n3)nc2)CC1,7.94,test
CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,7.94,train
c1ccc(N2CCN(CCc3nnn[nH]3)CC2)cc1,7.94,train
O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1,7.94,train
c1ccc(C(c2ccccc2)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,7.94,train
O=C(c1ccccc1Nc1ccncc1)N1CCCCC1,7.94,train
CN(C)S(=O)(=O)c1ccc2c(c1)N(C1CN3CCC1CC3)c1ccccc1S2,7.94,train
CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,7.94,train
O=C(C[S+]([O-])Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1,7.94,train
O=C(Oc1ccc(Br)cc1)N1CCN2CCC1CC2,7.94,train
COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,7.94,train
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,7.94,train
O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12,7.94,train
O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12,7.95,test
CCCCC(CC)CN1CN2CN(CC(CC)CCCC)CC2(C)C1,7.95,train
CC(C)NC(=O)OC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,7.95,train
CN(C)CCN(/N=C/c1ccc([N+](=O)[O-])o1)C(N)=O,7.95,train
Cc1cc(=O)oc2c(CN(CCO)CCO)c(O)c(O)cc12,7.95,train
O=C1Nc2ccccc2C(c2ccccc2)N1C1CCN(Cc2cccc(OC(F)(F)F)c2)CC1,7.95,train
O=c1c(CO)coc2cc(OCCCN3CCC(c4noc5cc(F)ccc45)CC3)ccc12,7.96,test
CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1,7.96,train
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,7.96,train
CC(C)Cn1c(=O)n(C)c(=O)c2[nH]c(CCN3CCN(C(c4ccccc4)c4ccccc4)CC3)nc21,7.96,train
OCCOCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,7.96,train
C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1,7.96,train
O=C(O)CN1C(=O)[C@@H](N[C@@H](CCc2ccccc2)C(=O)O)CCc2ccccc21,7.96,train
CNC(=O)c1nn(C)c2c1C(C)(C)Cc1cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc1-2,7.96,train
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1cccc(C(C)(C)O)n1,7.96,train
CNC(C)C(=O)c1ccc2c(c1)OCO2,7.96,train
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,7.96,train
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1,7.96,train
CC(C)n1c(Nc2cccnc2)nc2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc21,7.96,train
C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccoc23)c1,7.96,train
CN1CCN(c2ccc(Nc3ncc4cc(C#N)c(=O)n(C5CCCC5)c4n3)cc2)CC1,7.96,train
C=CCn1c(=O)c2cnc(Nc3ccc(N4CCN(C)CC4)cc3)nc2n1-c1ccc2c(n1)[C@@](O)(CC)CC2,7.96,train
CCCCc1nc2cc(CN3CCN(C(c4ccccc4)c4ccccc4)CC3)ccc2n1CC,7.97,test
CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,7.97,test
N#C[C@@H]1C[C@H](F)CN1C(=O)[C@@H](N)C(c1ccc(F)cc1)c1ccc(F)cc1,7.97,test
Cc1cccc(C)c1NC(=O)C1CCCCN1CC1CC1,7.97,test
CC[C@@H](C)C(=O)O[C@H]1[C@H](O)[C@H]2[C@@H](CN3C[C@@H](C)CC[C@H]3[C@@]2(C)O)[C@@H]2C[C@]34O[C@]5(O)[C@@H](OC(=O)[C@@](C)(O)CC)CC[C@@]3(C)[C@@H]5[C@@H](OC(C)=O)[C@@H](OC(C)=O)[C@H]4[C@@]21O,7.97,train
Cn1c(=O)c2c(ncn2CC(O)CN2CCN(CCCSc3ccccc3)CC2)n(C)c1=O,7.97,train
CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,7.97,train
O=C1c2cccc3c2[C@H](CCC3)CN1[C@@H]1CN2CCC1CC2,7.97,train
Cc1nn(-c2ncccc2CO)cc1CN1CCC2(CC1)OCC(F)(F)c1cc(Cl)sc12,7.97,train
Cc1ccc(NC(=O)N2CC[C@@H](CC(F)(F)F)C2)cc1-c1cc(N[C@H](C)CO)nc(N2CCOCC2)c1,7.97,train
O=C(c1ccc(F)cc1)C1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,7.98,test
CC1CC(N)=NN1c1nc2c(s1)CCCC2,7.98,test
CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,7.98,train
COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C,7.98,train
CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,7.98,train
CCOC(=O)C1(c2ccccc2)CCN(CCOCC2CCCO2)CC1,7.98,train
O=C1CCC(c2ccc(Nc3ccncc3)cc2)=NN1,7.98,train
CN(Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc2c3c(cccc13)C(N)=N2,7.98,train
NCC(=O)Nc1ccc(-n2nc(C(F)(F)F)cc2-c2ccc3c(ccc4ccccc43)c2)cc1,7.98,train
CN(Cc1ccc(S(=O)(=O)N2CCOCC2)cc1)c1ccc2c3c(cccc13)C(=N)N2.O=C(O)[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,7.98,train
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,7.99,train
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,7.99,train
Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,7.99,train
CN(C(=O)C(C)(C)C1(O)CCN(CCc2ccccc2Cl)CC1)C1CCCCC1,7.99,train
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1.O=S(=O)(O)CCS(=O)(=O)O,7.99,train
COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O,7.99,train
CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1,7.99,train
CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.CN1CCC(C(=O)c2cccc(NC(=O)c3c(F)cc(F)cc3F)n2)CC1.O=C(O)CCC(=O)O,7.99,train
CCCCN1CCCCC1C(=O)Nc1c(C)cccc1C,8,train
Cc1nc2sccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,8,train
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,8,train
Cc1nc2ccccn2c(=O)c1CCN1CCC(=C(c2ccc(F)cc2)c2ccc(F)cc2)CC1,8,train
CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,8,train
Oc1ccc(CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1,8,train
Nc1c(NC/C=C\COc2cc(CN3CCCCC3)ccn2)c(=O)c1=O,8,train
c1ccc2c(CCNc3ccc(Nc4ccncc4)cc3)c[nH]c2c1,8,train
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)CC(O)C(=O)O.O=C(O)CC(O)C(=O)O,8,train
C[C@@H]1CN(C(=O)c2ccc(NC(=O)c3cc(O[C@H](C)c4c(Cl)ccc(F)c4Cl)c(N)nn3)cc2)C[C@H](C)N1,8,train
CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)[C@H](C)N2.O=S(=O)(O)CCO,8.01,test
O=c1[nH]c2ccccc2n1CCCN1CCN(C(c2ccccc2)c2ccccc2)CC1,8.01,train
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,8.01,train
CC(C)CCOC(=O)C(NCCN1CCCC1)c1ccccc1,8.01,train
COC(=O)c1ccccc1C(=O)c1ccc(OCCN2CCCCC2)cc1,8.01,train
CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1,8.01,train
CCOC(=O)Nc1cc2c(c(N)n1)N=C(c1ccccc1)[C@H](C)N2,8.01,train
CNC(C)C(=O)c1ccc(OC)cc1,8.01,train
CN1C[C@@H](CC#N)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,8.01,train
O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,8.02,test
C[C@]12N[C@H](Cc3ccccc31)c1ccccc12,8.02,test
Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1,8.02,train
O=C1NCN(c2ccccc2)C12CCN(CC1COc3ccccc3O1)CC2,8.02,train
CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,8.02,train
CN1CCC(=C2c3ccccc3C(O)c3ccccc32)CC1,8.02,train
C/N=C(/NC#N)NCCSCc1csc(NC(=N)N)n1,8.02,train
